Gene1,Gene2,Label
190.0,238.0,1.0
68.0,1108.0,1.0
489.0,204.0,1.0
409.0,1031.0,1.0
128.0,246.0,1.0
1214.0,967.0,1.0
190.0,1144.0,1.0
105.0,523.0,1.0
1028.0,120.0,1.0
780.0,1038.0,1.0
1233.0,642.0,1.0
750.0,599.0,1.0
334.0,923.0,1.0
491.0,1203.0,1.0
334.0,269.0,1.0
1165.0,694.0,1.0
190.0,1145.0,1.0
1130.0,278.0,1.0
1076.0,1144.0,1.0
830.0,924.0,1.0
787.0,820.0,1.0
1076.0,716.0,1.0
1190.0,1202.0,1.0
536.0,887.0,1.0
280.0,860.0,1.0
1130.0,672.0,1.0
190.0,607.0,1.0
1156.0,887.0,1.0
491.0,413.0,1.0
595.0,737.0,1.0
750.0,729.0,1.0
595.0,956.0,1.0
138.0,904.0,1.0
830.0,1161.0,1.0
1022.0,462.0,1.0
750.0,424.0,1.0
1022.0,768.0,1.0
68.0,1059.0,1.0
815.0,197.0,1.0
491.0,265.0,1.0
487.0,90.0,1.0
1040.0,406.0,1.0
781.0,90.0,1.0
877.0,91.0,1.0
1156.0,1057.0,1.0
403.0,666.0,1.0
68.0,1071.0,1.0
780.0,910.0,1.0
1076.0,920.0,1.0
750.0,315.0,1.0
830.0,538.0,1.0
1220.0,1143.0,1.0
121.0,474.0,1.0
491.0,960.0,1.0
280.0,224.0,1.0
190.0,109.0,1.0
489.0,35.0,1.0
459.0,943.0,1.0
1028.0,686.0,1.0
491.0,1202.0,1.0
156.0,337.0,1.0
1022.0,867.0,1.0
1076.0,1005.0,1.0
92.0,348.0,1.0
334.0,814.0,1.0
1214.0,226.0,1.0
717.0,950.0,1.0
1130.0,254.0,1.0
1156.0,218.0,1.0
119.0,168.0,1.0
1040.0,412.0,1.0
334.0,1090.0,1.0
1022.0,1038.0,1.0
750.0,247.0,1.0
787.0,427.0,1.0
750.0,1072.0,1.0
595.0,1243.0,1.0
459.0,57.0,1.0
334.0,424.0,1.0
830.0,706.0,1.0
536.0,468.0,1.0
1215.0,300.0,1.0
1214.0,1080.0,1.0
280.0,673.0,1.0
368.0,1202.0,1.0
1076.0,381.0,1.0
68.0,779.0,1.0
877.0,726.0,1.0
877.0,168.0,1.0
174.0,551.0,1.0
1035.0,200.0,1.0
1035.0,793.0,1.0
1062.0,974.0,1.0
190.0,1064.0,1.0
92.0,1064.0,1.0
459.0,1138.0,1.0
68.0,828.0,1.0
954.0,715.0,1.0
1214.0,1175.0,1.0
1028.0,1068.0,1.0
787.0,729.0,1.0
1189.0,1068.0,1.0
1215.0,68.0,1.0
877.0,553.0,1.0
1028.0,828.0,1.0
877.0,1083.0,1.0
877.0,547.0,1.0
787.0,446.0,1.0
334.0,467.0,1.0
1130.0,109.0,1.0
916.0,1145.0,1.0
830.0,894.0,1.0
489.0,86.0,1.0
595.0,865.0,1.0
1076.0,1064.0,1.0
156.0,99.0,1.0
156.0,223.0,1.0
1130.0,619.0,1.0
911.0,531.0,1.0
780.0,917.0,1.0
787.0,1213.0,1.0
780.0,283.0,1.0
491.0,1033.0,1.0
1076.0,424.0,1.0
489.0,1068.0,1.0
1028.0,581.0,1.0
125.0,805.0,1.0
1028.0,213.0,1.0
1214.0,116.0,1.0
1220.0,686.0,1.0
156.0,1104.0,1.0
1165.0,447.0,1.0
190.0,1153.0,1.0
156.0,930.0,1.0
877.0,951.0,1.0
1189.0,466.0,1.0
1028.0,863.0,1.0
156.0,1098.0,1.0
1076.0,136.0,1.0
105.0,103.0,1.0
877.0,507.0,1.0
1214.0,852.0,1.0
24.0,1107.0,1.0
368.0,947.0,1.0
819.0,1010.0,1.0
1081.0,636.0,1.0
156.0,1219.0,1.0
403.0,945.0,1.0
877.0,175.0,1.0
403.0,444.0,1.0
1130.0,963.0,1.0
595.0,694.0,1.0
132.0,867.0,1.0
677.0,85.0,1.0
105.0,821.0,1.0
928.0,905.0,1.0
595.0,562.0,1.0
800.0,250.0,1.0
1035.0,566.0,1.0
43.0,978.0,1.0
819.0,862.0,1.0
156.0,107.0,1.0
954.0,579.0,1.0
877.0,665.0,1.0
830.0,520.0,1.0
781.0,91.0,1.0
1028.0,837.0,1.0
1076.0,347.0,1.0
280.0,178.0,1.0
819.0,694.0,1.0
190.0,10.0,1.0
1156.0,729.0,1.0
1076.0,1143.0,1.0
209.0,373.0,1.0
334.0,295.0,1.0
487.0,197.0,1.0
839.0,106.0,1.0
489.0,197.0,1.0
781.0,99.0,1.0
156.0,910.0,1.0
815.0,652.0,1.0
1076.0,189.0,1.0
1165.0,341.0,1.0
877.0,866.0,1.0
489.0,1080.0,1.0
280.0,962.0,1.0
830.0,895.0,1.0
1155.0,18.0,1.0
677.0,481.0,1.0
459.0,979.0,1.0
489.0,68.0,1.0
1214.0,834.0,1.0
1189.0,1031.0,1.0
190.0,1201.0,1.0
190.0,940.0,1.0
677.0,319.0,1.0
595.0,545.0,1.0
781.0,949.0,1.0
489.0,414.0,1.0
1076.0,185.0,1.0
819.0,490.0,1.0
717.0,155.0,1.0
595.0,420.0,1.0
68.0,1060.0,1.0
780.0,925.0,1.0
119.0,150.0,1.0
190.0,1136.0,1.0
1076.0,497.0,1.0
489.0,438.0,1.0
1028.0,7.0,1.0
190.0,1139.0,1.0
954.0,74.0,1.0
105.0,689.0,1.0
954.0,513.0,1.0
105.0,1093.0,1.0
489.0,867.0,1.0
1035.0,604.0,1.0
1035.0,32.0,1.0
491.0,217.0,1.0
511.0,862.0,1.0
1076.0,562.0,1.0
190.0,1020.0,1.0
1076.0,34.0,1.0
1215.0,1202.0,1.0
780.0,276.0,1.0
1156.0,696.0,1.0
489.0,475.0,1.0
1215.0,168.0,1.0
1052.0,913.0,1.0
1081.0,1064.0,1.0
877.0,1195.0,1.0
190.0,485.0,1.0
491.0,184.0,1.0
403.0,1114.0,1.0
68.0,1122.0,1.0
877.0,27.0,1.0
1028.0,336.0,1.0
92.0,706.0,1.0
1156.0,188.0,1.0
912.0,1202.0,1.0
1076.0,521.0,1.0
830.0,613.0,1.0
1189.0,507.0,1.0
1040.0,636.0,1.0
536.0,829.0,1.0
314.0,91.0,1.0
1076.0,1088.0,1.0
105.0,793.0,1.0
491.0,425.0,1.0
877.0,41.0,1.0
1233.0,1123.0,1.0
595.0,384.0,1.0
489.0,62.0,1.0
1215.0,1104.0,1.0
489.0,164.0,1.0
334.0,541.0,1.0
144.0,538.0,1.0
190.0,18.0,1.0
1035.0,1083.0,1.0
105.0,554.0,1.0
105.0,662.0,1.0
368.0,168.0,1.0
388.0,172.0,1.0
1076.0,1107.0,1.0
928.0,964.0,1.0
733.0,180.0,1.0
567.0,500.0,1.0
1022.0,1083.0,1.0
717.0,1047.0,1.0
1028.0,1008.0,1.0
1165.0,1198.0,1.0
1156.0,941.0,1.0
780.0,142.0,1.0
1189.0,133.0,1.0
830.0,449.0,1.0
68.0,130.0,1.0
1076.0,460.0,1.0
815.0,83.0,1.0
138.0,168.0,1.0
928.0,960.0,1.0
1028.0,10.0,1.0
92.0,527.0,1.0
877.0,632.0,1.0
1028.0,776.0,1.0
536.0,1041.0,1.0
489.0,622.0,1.0
954.0,440.0,1.0
1130.0,18.0,1.0
144.0,200.0,1.0
787.0,163.0,1.0
491.0,522.0,1.0
536.0,471.0,1.0
1028.0,553.0,1.0
1130.0,539.0,1.0
830.0,1082.0,1.0
1214.0,466.0,1.0
156.0,17.0,1.0
68.0,820.0,1.0
787.0,997.0,1.0
1189.0,7.0,1.0
1028.0,1194.0,1.0
780.0,1093.0,1.0
317.0,584.0,1.0
68.0,1237.0,1.0
156.0,419.0,1.0
1040.0,96.0,1.0
911.0,14.0,1.0
105.0,1166.0,1.0
491.0,74.0,1.0
877.0,1072.0,1.0
1035.0,790.0,1.0
781.0,837.0,1.0
595.0,722.0,1.0
1165.0,1104.0,1.0
567.0,904.0,1.0
877.0,279.0,1.0
1130.0,694.0,1.0
156.0,923.0,1.0
190.0,175.0,1.0
190.0,85.0,1.0
491.0,559.0,1.0
1165.0,544.0,1.0
750.0,1045.0,1.0
1156.0,139.0,1.0
105.0,978.0,1.0
489.0,228.0,1.0
567.0,919.0,1.0
132.0,516.0,1.0
946.0,642.0,1.0
119.0,667.0,1.0
1189.0,189.0,1.0
368.0,519.0,1.0
1022.0,1141.0,1.0
877.0,554.0,1.0
750.0,1020.0,1.0
717.0,342.0,1.0
781.0,628.0,1.0
877.0,1157.0,1.0
190.0,192.0,1.0
280.0,1067.0,1.0
717.0,1201.0,1.0
368.0,694.0,1.0
1156.0,306.0,1.0
1156.0,1024.0,1.0
511.0,576.0,1.0
68.0,1023.0,1.0
877.0,356.0,1.0
595.0,152.0,1.0
787.0,873.0,1.0
1040.0,688.0,1.0
68.0,591.0,1.0
156.0,936.0,1.0
1022.0,822.0,1.0
489.0,722.0,1.0
1156.0,1237.0,1.0
1189.0,840.0,1.0
781.0,1160.0,1.0
1028.0,721.0,1.0
877.0,605.0,1.0
92.0,719.0,1.0
787.0,404.0,1.0
839.0,1093.0,1.0
280.0,22.0,1.0
546.0,1089.0,1.0
489.0,799.0,1.0
1035.0,768.0,1.0
1028.0,1145.0,1.0
1214.0,153.0,1.0
1214.0,737.0,1.0
1040.0,439.0,1.0
511.0,835.0,1.0
717.0,19.0,1.0
489.0,1117.0,1.0
595.0,594.0,1.0
1214.0,1056.0,1.0
1022.0,306.0,1.0
1130.0,753.0,1.0
280.0,1227.0,1.0
1156.0,27.0,1.0
144.0,944.0,1.0
190.0,832.0,1.0
489.0,656.0,1.0
819.0,1139.0,1.0
1076.0,958.0,1.0
105.0,715.0,1.0
334.0,419.0,1.0
536.0,485.0,1.0
314.0,603.0,1.0
750.0,909.0,1.0
1081.0,495.0,1.0
1165.0,372.0,1.0
1076.0,481.0,1.0
1233.0,1005.0,1.0
595.0,372.0,1.0
190.0,997.0,1.0
819.0,702.0,1.0
830.0,1239.0,1.0
928.0,507.0,1.0
128.0,1230.0,1.0
1076.0,412.0,1.0
928.0,99.0,1.0
368.0,476.0,1.0
68.0,422.0,1.0
105.0,524.0,1.0
787.0,102.0,1.0
105.0,737.0,1.0
787.0,965.0,1.0
92.0,180.0,1.0
144.0,720.0,1.0
877.0,606.0,1.0
1035.0,1182.0,1.0
815.0,747.0,1.0
334.0,1236.0,1.0
92.0,1171.0,1.0
780.0,471.0,1.0
334.0,46.0,1.0
1035.0,698.0,1.0
511.0,1037.0,1.0
787.0,935.0,1.0
685.0,730.0,1.0
487.0,214.0,1.0
595.0,188.0,1.0
144.0,1123.0,1.0
190.0,127.0,1.0
51.0,979.0,1.0
1165.0,2.0,1.0
1076.0,921.0,1.0
190.0,25.0,1.0
489.0,698.0,1.0
334.0,586.0,1.0
511.0,250.0,1.0
907.0,502.0,1.0
186.0,425.0,1.0
190.0,1056.0,1.0
489.0,1040.0,1.0
68.0,694.0,1.0
511.0,1068.0,1.0
911.0,109.0,1.0
1214.0,337.0,1.0
334.0,493.0,1.0
119.0,1166.0,1.0
368.0,200.0,1.0
489.0,1234.0,1.0
1156.0,336.0,1.0
368.0,953.0,1.0
1076.0,525.0,1.0
334.0,1085.0,1.0
105.0,905.0,1.0
819.0,340.0,1.0
1156.0,855.0,1.0
787.0,913.0,1.0
121.0,397.0,1.0
717.0,1194.0,1.0
1040.0,435.0,1.0
317.0,447.0,1.0
677.0,919.0,1.0
68.0,860.0,1.0
368.0,413.0,1.0
1156.0,504.0,1.0
1189.0,452.0,1.0
815.0,540.0,1.0
1076.0,539.0,1.0
368.0,427.0,1.0
1035.0,1239.0,1.0
190.0,477.0,1.0
1035.0,427.0,1.0
717.0,1098.0,1.0
907.0,157.0,1.0
1214.0,204.0,1.0
815.0,1095.0,1.0
928.0,829.0,1.0
1165.0,548.0,1.0
1214.0,775.0,1.0
1214.0,341.0,1.0
280.0,7.0,1.0
787.0,591.0,1.0
190.0,719.0,1.0
1076.0,1077.0,1.0
595.0,431.0,1.0
1189.0,344.0,1.0
1022.0,229.0,1.0
1165.0,1138.0,1.0
489.0,150.0,1.0
489.0,746.0,1.0
830.0,439.0,1.0
190.0,348.0,1.0
1035.0,525.0,1.0
815.0,675.0,1.0
1040.0,10.0,1.0
68.0,450.0,1.0
911.0,924.0,1.0
595.0,811.0,1.0
280.0,143.0,1.0
800.0,1089.0,1.0
190.0,341.0,1.0
819.0,292.0,1.0
280.0,341.0,1.0
190.0,356.0,1.0
144.0,514.0,1.0
1079.0,1087.0,1.0
144.0,527.0,1.0
785.0,873.0,1.0
68.0,404.0,1.0
68.0,194.0,1.0
1076.0,609.0,1.0
487.0,432.0,1.0
1130.0,440.0,1.0
403.0,495.0,1.0
280.0,794.0,1.0
190.0,561.0,1.0
819.0,561.0,1.0
1076.0,1239.0,1.0
911.0,485.0,1.0
491.0,949.0,1.0
780.0,547.0,1.0
916.0,1006.0,1.0
368.0,715.0,1.0
911.0,1025.0,1.0
1028.0,904.0,1.0
1022.0,395.0,1.0
877.0,802.0,1.0
105.0,656.0,1.0
1040.0,969.0,1.0
815.0,216.0,1.0
314.0,1243.0,1.0
830.0,768.0,1.0
750.0,852.0,1.0
94.0,894.0,1.0
1214.0,400.0,1.0
156.0,946.0,1.0
280.0,951.0,1.0
1214.0,142.0,1.0
105.0,1011.0,1.0
489.0,245.0,1.0
489.0,29.0,1.0
491.0,323.0,1.0
1022.0,1180.0,1.0
156.0,91.0,1.0
595.0,149.0,1.0
489.0,559.0,1.0
280.0,4.0,1.0
750.0,1065.0,1.0
128.0,851.0,1.0
819.0,204.0,1.0
1214.0,939.0,1.0
156.0,585.0,1.0
314.0,1084.0,1.0
489.0,15.0,1.0
1035.0,452.0,1.0
1040.0,197.0,1.0
1215.0,35.0,1.0
830.0,673.0,1.0
334.0,532.0,1.0
334.0,562.0,1.0
280.0,708.0,1.0
717.0,354.0,1.0
1022.0,1012.0,1.0
334.0,886.0,1.0
954.0,995.0,1.0
595.0,1044.0,1.0
304.0,978.0,1.0
105.0,137.0,1.0
368.0,424.0,1.0
334.0,1070.0,1.0
121.0,519.0,1.0
1130.0,1070.0,1.0
119.0,10.0,1.0
68.0,1000.0,1.0
156.0,427.0,1.0
780.0,633.0,1.0
536.0,372.0,1.0
685.0,633.0,1.0
1076.0,292.0,1.0
459.0,7.0,1.0
787.0,1104.0,1.0
403.0,786.0,1.0
1215.0,979.0,1.0
595.0,315.0,1.0
1052.0,1075.0,1.0
403.0,531.0,1.0
1130.0,547.0,1.0
368.0,1116.0,1.0
128.0,214.0,1.0
1130.0,783.0,1.0
1076.0,187.0,1.0
487.0,829.0,1.0
487.0,1037.0,1.0
190.0,1174.0,1.0
334.0,67.0,1.0
1215.0,789.0,1.0
595.0,493.0,1.0
368.0,1187.0,1.0
1035.0,1244.0,1.0
1076.0,1084.0,1.0
403.0,68.0,1.0
156.0,919.0,1.0
105.0,389.0,1.0
144.0,960.0,1.0
830.0,1.0,1.0
877.0,118.0,1.0
1233.0,306.0,1.0
1214.0,1136.0,1.0
489.0,1208.0,1.0
119.0,835.0,1.0
138.0,131.0,1.0
1156.0,864.0,1.0
1220.0,1216.0,1.0
717.0,89.0,1.0
685.0,670.0,1.0
1130.0,660.0,1.0
479.0,56.0,1.0
717.0,1143.0,1.0
877.0,234.0,1.0
1035.0,978.0,1.0
780.0,68.0,1.0
1028.0,1174.0,1.0
717.0,418.0,1.0
1040.0,1138.0,1.0
334.0,645.0,1.0
787.0,510.0,1.0
128.0,18.0,1.0
1130.0,1202.0,1.0
68.0,112.0,1.0
877.0,640.0,1.0
780.0,892.0,1.0
750.0,1002.0,1.0
334.0,101.0,1.0
491.0,697.0,1.0
595.0,337.0,1.0
94.0,523.0,1.0
156.0,854.0,1.0
536.0,426.0,1.0
1165.0,939.0,1.0
781.0,250.0,1.0
717.0,844.0,1.0
877.0,725.0,1.0
368.0,714.0,1.0
1215.0,670.0,1.0
280.0,1154.0,1.0
334.0,795.0,1.0
717.0,921.0,1.0
105.0,97.0,1.0
68.0,349.0,1.0
128.0,931.0,1.0
489.0,640.0,1.0
1028.0,1138.0,1.0
787.0,956.0,1.0
954.0,577.0,1.0
489.0,520.0,1.0
830.0,424.0,1.0
717.0,516.0,1.0
819.0,415.0,1.0
190.0,817.0,1.0
780.0,25.0,1.0
1022.0,1213.0,1.0
105.0,384.0,1.0
511.0,96.0,1.0
819.0,427.0,1.0
877.0,1136.0,1.0
190.0,633.0,1.0
489.0,1030.0,1.0
156.0,544.0,1.0
1130.0,382.0,1.0
1189.0,465.0,1.0
459.0,688.0,1.0
877.0,828.0,1.0
489.0,116.0,1.0
911.0,332.0,1.0
595.0,40.0,1.0
1156.0,634.0,1.0
280.0,136.0,1.0
785.0,913.0,1.0
595.0,740.0,1.0
1156.0,401.0,1.0
68.0,1038.0,1.0
780.0,219.0,1.0
489.0,291.0,1.0
819.0,1074.0,1.0
68.0,844.0,1.0
1035.0,519.0,1.0
1028.0,505.0,1.0
823.0,214.0,1.0
489.0,569.0,1.0
403.0,27.0,1.0
1040.0,646.0,1.0
1040.0,919.0,1.0
334.0,215.0,1.0
1022.0,237.0,1.0
1156.0,1139.0,1.0
1028.0,643.0,1.0
1035.0,559.0,1.0
1214.0,369.0,1.0
314.0,953.0,1.0
1040.0,702.0,1.0
68.0,1141.0,1.0
1028.0,886.0,1.0
511.0,89.0,1.0
68.0,919.0,1.0
717.0,405.0,1.0
119.0,294.0,1.0
388.0,1157.0,1.0
1220.0,424.0,1.0
368.0,752.0,1.0
334.0,18.0,1.0
105.0,517.0,1.0
489.0,686.0,1.0
1052.0,979.0,1.0
68.0,91.0,1.0
830.0,656.0,1.0
368.0,397.0,1.0
1233.0,500.0,1.0
156.0,1139.0,1.0
567.0,633.0,1.0
368.0,653.0,1.0
800.0,109.0,1.0
403.0,218.0,1.0
781.0,57.0,1.0
1156.0,735.0,1.0
595.0,893.0,1.0
156.0,1056.0,1.0
1130.0,696.0,1.0
92.0,47.0,1.0
1028.0,204.0,1.0
1076.0,841.0,1.0
317.0,118.0,1.0
1215.0,239.0,1.0
877.0,344.0,1.0
948.0,397.0,1.0
156.0,824.0,1.0
595.0,1057.0,1.0
1156.0,602.0,1.0
1076.0,1051.0,1.0
1035.0,207.0,1.0
681.0,847.0,1.0
928.0,694.0,1.0
815.0,771.0,1.0
567.0,10.0,1.0
1165.0,974.0,1.0
677.0,1116.0,1.0
92.0,178.0,1.0
388.0,10.0,1.0
489.0,865.0,1.0
877.0,765.0,1.0
334.0,1170.0,1.0
190.0,676.0,1.0
368.0,979.0,1.0
105.0,513.0,1.0
877.0,603.0,1.0
877.0,599.0,1.0
877.0,1234.0,1.0
780.0,689.0,1.0
815.0,1141.0,1.0
334.0,834.0,1.0
750.0,1120.0,1.0
334.0,992.0,1.0
787.0,267.0,1.0
334.0,1095.0,1.0
750.0,324.0,1.0
780.0,896.0,1.0
781.0,939.0,1.0
1189.0,886.0,1.0
781.0,1225.0,1.0
190.0,1037.0,1.0
877.0,422.0,1.0
156.0,782.0,1.0
68.0,4.0,1.0
489.0,1192.0,1.0
1035.0,771.0,1.0
800.0,1123.0,1.0
190.0,540.0,1.0
1156.0,763.0,1.0
156.0,130.0,1.0
819.0,258.0,1.0
911.0,398.0,1.0
717.0,383.0,1.0
403.0,1033.0,1.0
595.0,715.0,1.0
1189.0,136.0,1.0
489.0,1021.0,1.0
830.0,91.0,1.0
1076.0,85.0,1.0
787.0,748.0,1.0
815.0,10.0,1.0
491.0,227.0,1.0
491.0,142.0,1.0
1035.0,1093.0,1.0
491.0,533.0,1.0
489.0,705.0,1.0
334.0,218.0,1.0
1233.0,67.0,1.0
785.0,978.0,1.0
119.0,646.0,1.0
717.0,935.0,1.0
487.0,694.0,1.0
119.0,1123.0,1.0
780.0,319.0,1.0
780.0,865.0,1.0
911.0,1135.0,1.0
800.0,444.0,1.0
1130.0,832.0,1.0
1156.0,656.0,1.0
1076.0,162.0,1.0
595.0,300.0,1.0
877.0,919.0,1.0
1130.0,1071.0,1.0
911.0,440.0,1.0
1040.0,157.0,1.0
1130.0,288.0,1.0
800.0,475.0,1.0
190.0,841.0,1.0
459.0,953.0,1.0
877.0,320.0,1.0
823.0,89.0,1.0
1156.0,89.0,1.0
750.0,880.0,1.0
156.0,913.0,1.0
68.0,177.0,1.0
787.0,272.0,1.0
815.0,47.0,1.0
489.0,749.0,1.0
280.0,254.0,1.0
911.0,143.0,1.0
68.0,1148.0,1.0
815.0,538.0,1.0
595.0,501.0,1.0
1165.0,440.0,1.0
1052.0,1185.0,1.0
1156.0,643.0,1.0
781.0,998.0,1.0
156.0,16.0,1.0
1035.0,769.0,1.0
334.0,1145.0,1.0
190.0,446.0,1.0
68.0,759.0,1.0
119.0,157.0,1.0
1035.0,1058.0,1.0
68.0,956.0,1.0
1215.0,878.0,1.0
877.0,85.0,1.0
717.0,1169.0,1.0
68.0,656.0,1.0
68.0,1085.0,1.0
156.0,753.0,1.0
1081.0,85.0,1.0
877.0,585.0,1.0
911.0,452.0,1.0
536.0,363.0,1.0
190.0,1015.0,1.0
68.0,293.0,1.0
487.0,150.0,1.0
928.0,1159.0,1.0
1040.0,1182.0,1.0
877.0,613.0,1.0
787.0,944.0,1.0
1189.0,1064.0,1.0
280.0,982.0,1.0
877.0,448.0,1.0
677.0,507.0,1.0
489.0,923.0,1.0
677.0,412.0,1.0
209.0,642.0,1.0
1156.0,517.0,1.0
1022.0,794.0,1.0
787.0,1200.0,1.0
830.0,238.0,1.0
491.0,686.0,1.0
839.0,4.0,1.0
190.0,1138.0,1.0
1220.0,675.0,1.0
877.0,943.0,1.0
489.0,1202.0,1.0
489.0,878.0,1.0
750.0,435.0,1.0
787.0,307.0,1.0
334.0,657.0,1.0
1189.0,1174.0,1.0
1189.0,1066.0,1.0
595.0,37.0,1.0
1040.0,1058.0,1.0
368.0,978.0,1.0
334.0,48.0,1.0
489.0,485.0,1.0
1165.0,895.0,1.0
717.0,1179.0,1.0
1022.0,213.0,1.0
68.0,67.0,1.0
750.0,155.0,1.0
800.0,183.0,1.0
181.0,255.0,1.0
156.0,325.0,1.0
511.0,471.0,1.0
1022.0,1125.0,1.0
877.0,865.0,1.0
1165.0,1192.0,1.0
1028.0,788.0,1.0
1035.0,667.0,1.0
334.0,591.0,1.0
128.0,482.0,1.0
819.0,163.0,1.0
156.0,535.0,1.0
1130.0,562.0,1.0
877.0,635.0,1.0
877.0,984.0,1.0
1081.0,153.0,1.0
877.0,177.0,1.0
368.0,599.0,1.0
1076.0,856.0,1.0
1040.0,901.0,1.0
190.0,958.0,1.0
787.0,524.0,1.0
132.0,1153.0,1.0
830.0,652.0,1.0
717.0,551.0,1.0
1076.0,964.0,1.0
334.0,790.0,1.0
1035.0,1181.0,1.0
780.0,10.0,1.0
1040.0,16.0,1.0
815.0,1116.0,1.0
823.0,715.0,1.0
830.0,1098.0,1.0
1215.0,462.0,1.0
68.0,1041.0,1.0
1220.0,708.0,1.0
830.0,394.0,1.0
787.0,1075.0,1.0
489.0,655.0,1.0
368.0,299.0,1.0
1156.0,130.0,1.0
459.0,232.0,1.0
1215.0,586.0,1.0
595.0,689.0,1.0
68.0,1026.0,1.0
1215.0,817.0,1.0
68.0,1048.0,1.0
487.0,656.0,1.0
144.0,499.0,1.0
595.0,4.0,1.0
190.0,640.0,1.0
1130.0,187.0,1.0
489.0,1188.0,1.0
105.0,397.0,1.0
489.0,924.0,1.0
800.0,841.0,1.0
1028.0,377.0,1.0
780.0,415.0,1.0
954.0,1124.0,1.0
489.0,435.0,1.0
787.0,42.0,1.0
1028.0,613.0,1.0
877.0,131.0,1.0
839.0,932.0,1.0
595.0,1009.0,1.0
68.0,22.0,1.0
190.0,208.0,1.0
787.0,490.0,1.0
1022.0,875.0,1.0
928.0,204.0,1.0
1062.0,471.0,1.0
830.0,103.0,1.0
1156.0,1232.0,1.0
388.0,960.0,1.0
781.0,1085.0,1.0
156.0,1073.0,1.0
1076.0,47.0,1.0
787.0,768.0,1.0
186.0,766.0,1.0
685.0,1166.0,1.0
190.0,913.0,1.0
815.0,1008.0,1.0
1028.0,340.0,1.0
1215.0,1006.0,1.0
388.0,412.0,1.0
911.0,1067.0,1.0
877.0,702.0,1.0
190.0,212.0,1.0
317.0,322.0,1.0
105.0,671.0,1.0
68.0,106.0,1.0
1076.0,68.0,1.0
190.0,1179.0,1.0
1040.0,975.0,1.0
334.0,667.0,1.0
1076.0,835.0,1.0
954.0,635.0,1.0
489.0,447.0,1.0
511.0,488.0,1.0
1130.0,577.0,1.0
780.0,113.0,1.0
105.0,426.0,1.0
877.0,766.0,1.0
830.0,466.0,1.0
750.0,586.0,1.0
911.0,746.0,1.0
105.0,416.0,1.0
595.0,832.0,1.0
489.0,1168.0,1.0
1076.0,730.0,1.0
334.0,1216.0,1.0
156.0,305.0,1.0
368.0,1154.0,1.0
334.0,905.0,1.0
781.0,89.0,1.0
780.0,766.0,1.0
1052.0,82.0,1.0
877.0,192.0,1.0
815.0,404.0,1.0
1040.0,746.0,1.0
1035.0,298.0,1.0
190.0,297.0,1.0
334.0,149.0,1.0
1079.0,978.0,1.0
787.0,643.0,1.0
403.0,1084.0,1.0
190.0,711.0,1.0
1076.0,204.0,1.0
190.0,1128.0,1.0
489.0,347.0,1.0
489.0,701.0,1.0
156.0,887.0,1.0
334.0,719.0,1.0
156.0,729.0,1.0
819.0,514.0,1.0
819.0,1166.0,1.0
1040.0,706.0,1.0
121.0,1174.0,1.0
1130.0,952.0,1.0
717.0,1090.0,1.0
787.0,424.0,1.0
830.0,543.0,1.0
68.0,1116.0,1.0
190.0,1058.0,1.0
877.0,639.0,1.0
877.0,397.0,1.0
105.0,932.0,1.0
